GU,Date,offense,Count
CATALUNAN PEQUENO,2024-05-01,CYBER LIBEL,11
BARANGAY 3-A,2024-05-01,THEFT,21
BUDA,2024-05-01,HOMICIDE,5
ALAMBRE,2024-05-01,ONLINE SCAM,1
ANGALAN,2024-05-01,IDENTITY THEFT,12
ULAS,2024-05-01,DRUG-RELATED,9
MAGTUOD,2024-05-01,CHILD ABUSE,4
BAO JOAQUIN,2024-05-01,ILLEGAL GAMBLING,8
BUNAWAN,2024-05-01,HOMICIDE,20
BARANGAY 22-C,2024-05-01,PHYSICAL INJURY,3
ULAS,2024-05-01,HOMICIDE,12
PANALUM,2024-05-01,ILLEGAL POSSESSION OF FIREARMS,18
BAGUIO PROPER,2024-05-01,ILLEGAL POSSESSION OF FIREARMS,14
CENTRO SAN JUAN,2024-05-01,PHYSICAL INJURY,2
MABUHAY,2024-05-01,CHILD ABUSE,5
PANALUM,2024-05-01,VANDALISM,5
TIBUNGCO,2024-05-01,CARNAPPING,11
BINUGAO,2024-05-01,BURGLARY,19
BAGO OSHIRO,2024-05-01,VANDALISM,4
SASA,2024-05-01,MURDER,7
PANACAN,2024-05-01,CHILD ABUSE,14
MULIG,2024-05-01,ILLEGAL GAMBLING,6
AGDAO PROPER,2024-05-01,IDENTITY THEFT,16
ULAS,2024-05-01,ROBBERY,15
ANGALAN,2024-05-01,CARNAPPING,17
BALENGAENG,2024-05-01,ONLINE SCAM,19
TALANDANG,2024-05-01,DRUG-RELATED,8
BARANGAY 2-A,2024-05-01,DRUG-RELATED,19
WINES,2024-05-01,IDENTITY THEFT,7
MAPI-ILA,2024-05-01,PHYSICAL INJURY,24
MATINA PANGI,2024-05-01,DRUG-RELATED,21
BAGANIHAN,2024-05-01,DRUG-RELATED,11
TUNGKALAN,2024-05-01,PHYSICAL INJURY,21
BARANGAY 17-B,2024-05-01,VANDALISM,4
ANGALAN,2024-05-01,BURGLARY,8
TALOMO RIVER,2024-05-01,ONLINE SCAM,5
MAPI-ILA,2024-06-01,ILLEGAL POSSESSION OF FIREARMS,22
CABANTIAN,2024-06-01,CARNAPPING,4
TIGATTO,2024-06-01,CARNAPPING,13
MAGTUOD,2024-06-01,MURDER,14
BARANGAY 17-B,2024-06-01,PHYSICAL INJURY,18
BARANGAY 39-D,2024-06-01,RAPE,8
MULIG,2024-06-01,HACKING,1
PANACAN,2024-06-01,DRUG-RELATED,18
GUMALANG,2024-06-01,HOMICIDE,10
SAN ISIDRO,2024-06-01,CHILD ABUSE,13
BANTOL,2024-06-01,HOMICIDE,10
TIBUNGCO,2024-06-01,CHILD ABUSE,10
BUHANGIN,2024-06-01,BURGLARY,21
TALANDANG,2024-06-01,ILLEGAL GAMBLING,21
40-D BOLTON ISLA,2024-06-01,VANDALISM,3
TAMBOBONG,2024-06-01,ILLEGAL GAMBLING,19
ALAMBRE,2024-06-01,DRUG-RELATED,11
MANUEL GUIANGA,2024-06-01,HOMICIDE,4
MARAPANGI,2024-06-01,DRUG-RELATED,11
BARANGAY 5-A,2024-06-01,DRUG-RELATED,2
WAAN,2024-06-01,MURDER,5
TAPAK,2024-06-01,ROBBERY,19
ULAS,2024-06-01,MURDER,12
BAGO OSHIRO,2024-06-01,DRUG-RELATED,2
GUMITAN,2024-06-01,ONLINE SCAM,5
BARANGAY 13-B,2024-06-01,BURGLARY,4
RIVERSIDE,2024-06-01,HACKING,16
DUMOY,2024-06-01,ILLEGAL GAMBLING,3
TIGATTO,2024-06-01,THEFT,6
SALUMAY,2024-06-01,DRUG-RELATED,9
TIGATTO,2024-06-01,BURGLARY,14
SALAYSAY,2024-06-01,CARNAPPING,21
LAMANAN,2024-06-01,PHYSICAL INJURY,11
AGDAO PROPER,2024-06-01,ROBBERY,14
PANACAN,2024-06-01,CARNAPPING,14
VICENTE HIZON,2024-06-01,PHYSICAL INJURY,8
INDANGAN,2024-06-01,CARNAPPING,22
BAGO GALLERA,2024-06-01,HACKING,7
MATINA PANGI,2024-06-01,CARNAPPING,13
SANTO NINO,2024-06-01,CYBER LIBEL,3
TALOMO,2024-06-01,RAPE,17
CALINAN,2024-06-01,ROBBERY,23
AQUINO,2024-06-01,CARNAPPING,14
BARANGAY 22-C,2024-06-01,BURGLARY,20
BAGO APLAYA,2024-06-01,ILLEGAL GAMBLING,18
GUMITAN,2024-06-01,PHYSICAL INJURY,16
RIVERSIDE,2024-06-01,ONLINE SCAM,24
CARMEN,2024-06-01,MURDER,17
BARANGAY 14-B,2024-06-01,ONLINE SCAM,3
BARANGAY 2-A,2024-06-01,IDENTITY THEFT,12
BANTOL,2024-06-01,HACKING,24
MARILOG,2024-06-01,DRUG-RELATED,5
74-A MATINA CROSSING,2024-06-01,CYBER LIBEL,13
MAGTUOD,2024-06-01,DRUG-RELATED,23
SALUMAY,2024-06-01,RAPE,5
LACSON,2024-06-01,THEFT,18
COMMUNAL,2024-06-01,PHYSICAL INJURY,19
MAGSAYSAY,2024-06-01,ILLEGAL POSSESSION OF FIREARMS,8
MATINA APLAYA,2024-06-01,ILLEGAL POSSESSION OF FIREARMS,5
MATINA PANGI,2024-06-01,HOMICIDE,13
LOS AMIGOS,2024-06-01,ROBBERY,6
BARANGAY 17-B,2024-06-01,ILLEGAL GAMBLING,23
ACACIA,2024-06-01,CYBER LIBEL,23
ILANG,2024-06-01,ILLEGAL GAMBLING,1
BAGO OSHIRO,2024-06-01,ONLINE SCAM,23
TAGURANO,2024-06-01,CARNAPPING,1
ULAS,2024-06-01,ONLINE SCAM,8
PACIANO BANGOY,2024-06-01,ONLINE SCAM,1
EDEN,2024-06-01,HACKING,16
TAGURANO,2024-06-01,MURDER,21
TORIL,2024-07-01,HOMICIDE,20
BINUGAO,2024-07-01,CHILD ABUSE,22
PACIANO BANGOY,2024-07-01,VANDALISM,20
SUBASTA,2024-07-01,DRUG-RELATED,19
MATINA PANGI,2024-07-01,THEFT,5
BARANGAY 8-A,2024-07-01,BURGLARY,12
CAWAYAN,2024-07-01,ONLINE SCAM,7
PANACAN,2024-07-01,ONLINE SCAM,16
BAO ESCUELA,2024-07-01,ROBBERY,17
RIVERSIDE,2024-07-01,HOMICIDE,14
TALOMO,2024-07-01,IDENTITY THEFT,12
MALABOG,2024-07-01,ILLEGAL GAMBLING,16
WAAN,2024-07-01,IDENTITY THEFT,8
LASANG,2024-07-01,THEFT,14
AQUINO,2024-07-01,RAPE,16
BARANGAY 22-C,2024-07-01,ILLEGAL POSSESSION OF FIREARMS,21
BARANGAY 23-C,2024-07-01,ILLEGAL POSSESSION OF FIREARMS,14
TACUNAN,2024-07-01,ONLINE SCAM,1
BAGO APLAYA,2024-07-01,HACKING,4
MATINA PANGI,2024-07-01,ONLINE SCAM,8
TALOMO RIVER,2024-07-01,CYBER LIBEL,1
BARANGAY 37-D,2024-07-01,ILLEGAL GAMBLING,2
TUGBOK,2024-07-01,BURGLARY,4
MINTAL,2024-07-01,THEFT,1
SUAWAN,2024-07-01,CARNAPPING,11
MARILOG,2024-07-01,HACKING,3
TIBULOY,2024-07-01,CARNAPPING,22
DUMOY,2024-07-01,VANDALISM,19
MARILOG,2024-07-01,THEFT,17
BUNAWAN,2024-07-01,BURGLARY,2
TIGATTO,2024-07-01,PHYSICAL INJURY,24
SAN ISIDRO,2024-07-01,PHYSICAL INJURY,14
BARANGAY 19-B,2024-07-01,MURDER,3
BARANGAY 18-B,2024-07-01,ROBBERY,9
MARAPANGI,2024-07-01,ROBBERY,22
TAPAK,2024-07-01,PHYSICAL INJURY,18
MALAGOS,2024-07-01,CARNAPPING,16
CAWAYAN,2024-07-01,ILLEGAL POSSESSION OF FIREARMS,21
MINTAL,2024-07-01,BURGLARY,3
ALAMBRE,2024-07-01,CYBER LIBEL,12
CAWAYAN,2024-07-01,RAPE,20
BAGUIO PROPER,2024-07-01,VANDALISM,17
TAGURANO,2024-07-01,THEFT,20
MATINA PANGI,2024-07-01,CHILD ABUSE,12
BALIOK,2024-07-01,THEFT,3
BUDA,2024-07-01,HOMICIDE,10
SALOY,2024-07-01,VANDALISM,3
BARANGAY 2-A,2024-07-01,THEFT,5
AGDAO PROPER,2024-07-01,ROBBERY,15
LACSON,2024-07-01,MURDER,7
BAGO APLAYA,2024-07-01,ILLEGAL GAMBLING,2
PAQUIBATO,2024-07-01,ONLINE SCAM,24
TIBUNGCO,2024-07-01,MURDER,16
BARANGAY 32-D,2024-07-01,ROBBERY,10
RIVERSIDE,2024-07-01,MURDER,17
MAGTUOD,2024-07-01,MURDER,21
DALIAO,2024-07-01,RAPE,22
CALINAN,2024-07-01,MURDER,21
MULIG,2024-07-01,CYBER LIBEL,17
BAO ESCUELA,2024-07-01,ROBBERY,19
TAMBOBONG,2024-07-01,MURDER,2
MAGTUOD,2024-07-01,THEFT,9
EDEN,2024-07-01,RAPE,11
BARANGAY 23-C,2024-07-01,CHILD ABUSE,13
BARANGAY 2-A,2024-07-01,BURGLARY,9
CABANTIAN,2024-07-01,MURDER,15
74-A MATINA CROSSING,2024-07-01,IDENTITY THEFT,20
76-A BUCANA,2024-07-01,ILLEGAL GAMBLING,7
MAGSAYSAY,2024-07-01,ILLEGAL GAMBLING,8
BAGO OSHIRO,2024-07-01,ROBBERY,12
BARANGAY 32-D,2024-08-01,VANDALISM,1
CAWAYAN,2024-08-01,BURGLARY,12
BARANGAY 39-D,2024-08-01,CHILD ABUSE,13
FATIMA,2024-08-01,HACKING,20
VICENTE HIZON,2024-08-01,ILLEGAL GAMBLING,15
BARANGAY 19-B,2024-08-01,VANDALISM,18
DUMOY,2024-08-01,CHILD ABUSE,14
BINUGAO,2024-08-01,CARNAPPING,16
BAGUIO PROPER,2024-08-01,VANDALISM,9
TAPAK,2024-08-01,MURDER,15
GUMALANG,2024-08-01,ILLEGAL POSSESSION OF FIREARMS,19
INDANGAN,2024-08-01,RAPE,10
BALIOK,2024-08-01,MURDER,18
TAPAK,2024-08-01,ILLEGAL GAMBLING,10
BUDA,2024-08-01,PHYSICAL INJURY,4
BARANGAY 17-B,2024-08-01,BURGLARY,7
BAGO GALLERA,2024-08-01,PHYSICAL INJURY,18
MARILOG,2024-08-01,MURDER,14
MINTAL,2024-08-01,CHILD ABUSE,22
CABANTIAN,2024-08-01,CYBER LIBEL,18
MAGTUOD,2024-08-01,ROBBERY,10
BINUGAO,2024-08-01,MURDER,21
TAMBOBONG,2024-08-01,THEFT,14
CABANTIAN,2024-08-01,DRUG-RELATED,8
BARANGAY 26-C,2024-08-01,CYBER LIBEL,13
SAN ISIDRO,2024-08-01,PHYSICAL INJURY,13
MARILOG,2024-08-01,BURGLARY,19
TAMBOBONG,2024-08-01,ILLEGAL POSSESSION OF FIREARMS,3
GUMALANG,2024-08-01,ROBBERY,24
TUNGKALAN,2024-08-01,ONLINE SCAM,22
TIBUNGCO,2024-08-01,HACKING,2
TAMUGAN,2024-08-01,IDENTITY THEFT,12
BALIOK,2024-08-01,CYBER LIBEL,7
ALAMBRE,2024-08-01,ONLINE SCAM,8
CATIGAN,2024-08-01,BURGLARY,9
SUAWAN,2024-08-01,MURDER,14
SALAYSAY,2024-08-01,PHYSICAL INJURY,11
CAWAYAN,2024-08-01,HOMICIDE,20
BARANGAY 37-D,2024-08-01,RAPE,10
ULAS,2024-08-01,HOMICIDE,17
PACIANO BANGOY,2024-08-01,MURDER,2
SALAYSAY,2024-08-01,CYBER LIBEL,7
INDANGAN,2024-08-01,PHYSICAL INJURY,14
MATINA PANGI,2024-08-01,CYBER LIBEL,22
ALAMBRE,2024-08-01,THEFT,7
BINUGAO,2024-08-01,VANDALISM,22
BARANGAY 39-D,2024-08-01,CHILD ABUSE,8
MINTAL,2024-08-01,THEFT,10
MANDUG,2024-08-01,ILLEGAL GAMBLING,8
INDANGAN,2024-08-01,ROBBERY,18
74-A MATINA CROSSING,2024-08-01,VANDALISM,10
PAQUIBATO,2024-08-01,HOMICIDE,21
VICENTE HIZON,2024-08-01,THEFT,11
PACIANO BANGOY,2024-08-01,ROBBERY,23
BARANGAY 2-A,2024-08-01,HOMICIDE,15
MATINA APLAYA,2024-08-01,CARNAPPING,1
TIGATTO,2024-08-01,ROBBERY,6
ALFONSO ANGLIONGTO SR,2024-08-01,HOMICIDE,18
TOMAS MONTEVERDE,2024-08-01,VANDALISM,21
TACUNAN,2024-08-01,MURDER,24
40-D BOLTON ISLA,2024-08-01,ROBBERY,23
76-A BUCANA,2024-08-01,HACKING,24
74-A MATINA CROSSING,2024-08-01,THEFT,2
ANGALAN,2024-08-01,CARNAPPING,14
CAWAYAN,2024-08-01,BURGLARY,9
BARANGAY 26-C,2024-08-01,DRUG-RELATED,10
DALIAO,2024-08-01,PHYSICAL INJURY,19
MAPI-ILA,2024-08-01,CHILD ABUSE,18
ALFONSO ANGLIONGTO SR,2024-08-01,DRUG-RELATED,23
MATINA APLAYA,2024-08-01,CYBER LIBEL,15
MALAGOS,2024-09-01,CYBER LIBEL,24
AQUINO,2024-09-01,ILLEGAL GAMBLING,15
TUNGKALAN,2024-09-01,ILLEGAL GAMBLING,2
BARANGAY 5-A,2024-09-01,CHILD ABUSE,6
BARANGAY 8-A,2024-09-01,THEFT,16
MARAPANGI,2024-09-01,PHYSICAL INJURY,7
TAGURANO,2024-09-01,ILLEGAL GAMBLING,22
CAWAYAN,2024-09-01,ILLEGAL GAMBLING,23
AQUINO,2024-09-01,ILLEGAL POSSESSION OF FIREARMS,19
PAMPANGA,2024-09-01,CHILD ABUSE,18
BARANGAY 3-A,2024-09-01,ROBBERY,13
COMMUNAL,2024-09-01,ONLINE SCAM,20
PAQUIBATO,2024-09-01,IDENTITY THEFT,13
BARANGAY 8-A,2024-09-01,RAPE,1
CABANTIAN,2024-09-01,RAPE,15
MANDUG,2024-09-01,ONLINE SCAM,10
GUMALANG,2024-09-01,CHILD ABUSE,4
DUMOY,2024-09-01,RAPE,20
MULIG,2024-09-01,HACKING,23
MULIG,2024-09-01,DRUG-RELATED,12
BARANGAY 18-B,2024-09-01,HOMICIDE,14
LASANG,2024-09-01,CYBER LIBEL,1
CATALUNAN GRANDE,2024-09-01,ILLEGAL GAMBLING,5
BAGO OSHIRO,2024-09-01,RAPE,23
SAN ANTONIO,2024-09-01,CYBER LIBEL,8
MANUEL GUIANGA,2024-09-01,ILLEGAL POSSESSION OF FIREARMS,22
ULAS,2024-09-01,THEFT,22
BARANGAY 10-A,2024-09-01,HOMICIDE,11
MATINA APLAYA,2024-09-01,ILLEGAL GAMBLING,16
GUMALANG,2024-09-01,ILLEGAL GAMBLING,5
TUNGKALAN,2024-09-01,ILLEGAL POSSESSION OF FIREARMS,3
AQUINO,2024-09-01,IDENTITY THEFT,22
TAPAK,2024-09-01,MURDER,6
SAN ANTONIO,2024-09-01,BURGLARY,5
76-A BUCANA,2024-09-01,ILLEGAL GAMBLING,13
ACACIA,2024-09-01,CHILD ABUSE,1
TIBULOY,2024-09-01,ROBBERY,4
TIBUNGCO,2024-09-01,THEFT,21
SASA,2024-09-01,MURDER,23
BUHANGIN,2024-09-01,CARNAPPING,8
MAPI-ILA,2024-09-01,ILLEGAL GAMBLING,10
LAMANAN,2024-09-01,RAPE,21
LACSON,2024-09-01,PHYSICAL INJURY,21
BARANGAY 9-A,2024-09-01,CYBER LIBEL,22
LAPU-LAPU,2024-09-01,RAPE,4
MANUEL GUIANGA,2024-09-01,PHYSICAL INJURY,4
MAGTUOD,2024-09-01,HACKING,19
TUNGKALAN,2024-09-01,CHILD ABUSE,14
PACIANO BANGOY,2024-09-01,CYBER LIBEL,19
CALINAN,2024-09-01,ILLEGAL GAMBLING,15
ULAS,2024-09-01,HOMICIDE,4
GUMALANG,2024-09-01,CARNAPPING,12
BALENGAENG,2024-09-01,CARNAPPING,6
DUTERTE,2024-09-01,ONLINE SCAM,3
BAYABAS,2024-09-01,BURGLARY,14
AGDAO PROPER,2024-09-01,ROBBERY,10
BARANGAY 28-C,2024-09-01,PHYSICAL INJURY,23
BAGANIHAN,2024-09-01,VANDALISM,17
VICENTE HIZON,2024-09-01,RAPE,9
TOMAS MONTEVERDE,2024-09-01,PHYSICAL INJURY,7
BAGO GALLERA,2024-09-01,ILLEGAL GAMBLING,2
CARMEN,2024-09-01,PHYSICAL INJURY,1
SIRIB,2024-09-01,CARNAPPING,11
SIRIB,2024-09-01,THEFT,2
CATALUNAN GRANDE,2024-09-01,VANDALISM,7
AQUINO,2024-09-01,ILLEGAL GAMBLING,2
AGDAO PROPER,2024-09-01,HACKING,2
TIBULOY,2024-09-01,ILLEGAL GAMBLING,1
TAGURANO,2024-09-01,IDENTITY THEFT,6
BAGUIO PROPER,2024-09-01,ONLINE SCAM,15
SALAYSAY,2024-10-01,HACKING,11
MANDUG,2024-10-01,CYBER LIBEL,21
INDANGAN,2024-10-01,VANDALISM,12
WINES,2024-10-01,ROBBERY,15
VICENTE HIZON,2024-10-01,VANDALISM,16
BARANGAY 28-C,2024-10-01,HACKING,20
EDEN,2024-10-01,HOMICIDE,8
SALAPAWAN,2024-10-01,DRUG-RELATED,6
BARANGAY 32-D,2024-10-01,MURDER,10
LAPU-LAPU,2024-10-01,HACKING,16
BAGO APLAYA,2024-10-01,CARNAPPING,18
BAGUIO PROPER,2024-10-01,ROBBERY,12
MATINA PANGI,2024-10-01,ILLEGAL GAMBLING,7
74-A MATINA CROSSING,2024-10-01,HACKING,16
GUMITAN,2024-10-01,ROBBERY,11
MARILOG,2024-10-01,DRUG-RELATED,22
INDANGAN,2024-10-01,HACKING,15
AQUINO,2024-10-01,BURGLARY,8
VICENTE HIZON,2024-10-01,ROBBERY,17
CALINAN,2024-10-01,CYBER LIBEL,3
TAPAK,2024-10-01,CYBER LIBEL,11
BARANGAY 22-C,2024-10-01,VANDALISM,14
LAMANAN,2024-10-01,CARNAPPING,5
TIBULOY,2024-10-01,ONLINE SCAM,1
SALAPAWAN,2024-10-01,RAPE,22
MAGTUOD,2024-10-01,HACKING,23
CENTRO SAN JUAN,2024-10-01,ONLINE SCAM,14
MATINA APLAYA,2024-10-01,DRUG-RELATED,19
BARANGAY 22-C,2024-10-01,RAPE,13
MAGSAYSAY,2024-10-01,ILLEGAL GAMBLING,5
MALABOG,2024-10-01,HACKING,22
COMMUNAL,2024-10-01,MURDER,21
WAAN,2024-10-01,DRUG-RELATED,20
LUBOGAN,2024-10-01,IDENTITY THEFT,15
CAWAYAN,2024-10-01,THEFT,12
LAMANAN,2024-10-01,IDENTITY THEFT,7
MABUHAY,2024-10-01,PHYSICAL INJURY,21
BAO JOAQUIN,2024-10-01,ROBBERY,22
BARANGAY 20-B,2024-10-01,BURGLARY,7
GUMITAN,2024-10-01,MURDER,4
SALAYSAY,2024-10-01,IDENTITY THEFT,9
LOS AMIGOS,2024-10-01,ONLINE SCAM,2
TAGURANO,2024-10-01,RAPE,13
BARANGAY 3-A,2024-10-01,CYBER LIBEL,11
ALAMBRE,2024-10-01,MURDER,1
TAPAK,2024-10-01,DRUG-RELATED,18
MAGSAYSAY,2024-10-01,ILLEGAL GAMBLING,17
BARANGAY 19-B,2024-10-01,DRUG-RELATED,22
DUTERTE,2024-10-01,THEFT,12
BARANGAY 20-B,2024-10-01,HACKING,16
TIBULOY,2024-10-01,IDENTITY THEFT,19
CATIGAN,2024-10-01,HACKING,4
BARANGAY 3-A,2024-10-01,PHYSICAL INJURY,8
BARANGAY 18-B,2024-10-01,VANDALISM,2
DUTERTE,2024-10-01,CYBER LIBEL,18
DUTERTE,2024-10-01,BURGLARY,2
PANALUM,2024-10-01,THEFT,23
MANUEL GUIANGA,2024-10-01,HACKING,1
BARANGAY 14-B,2024-10-01,PHYSICAL INJURY,23
TUGBOK,2024-10-01,CYBER LIBEL,21
MALAGOS,2024-10-01,CYBER LIBEL,24
SUAWAN,2024-10-01,ROBBERY,13
BARANGAY 17-B,2024-10-01,MURDER,21
CATIGAN,2024-10-01,HACKING,6
MAPI-ILA,2024-10-01,ROBBERY,7
PANALUM,2024-10-01,HACKING,24
MAA,2024-10-01,THEFT,19
TUGBOK,2024-10-01,MURDER,5
MINTAL,2024-10-01,THEFT,10
BAO JOAQUIN,2024-10-01,PHYSICAL INJURY,12
DUTERTE,2024-11-01,BURGLARY,7
BALIOK,2024-11-01,PHYSICAL INJURY,7
MATINA PANGI,2024-11-01,ONLINE SCAM,4
GUMITAN,2024-11-01,ILLEGAL GAMBLING,24
LAMANAN,2024-11-01,CYBER LIBEL,3
TALOMO RIVER,2024-11-01,CHILD ABUSE,16
MAGTUOD,2024-11-01,ILLEGAL POSSESSION OF FIREARMS,11
SALAYSAY,2024-11-01,ROBBERY,20
SALAYSAY,2024-11-01,ILLEGAL GAMBLING,19
TIBUNGCO,2024-11-01,ILLEGAL POSSESSION OF FIREARMS,12
BAGANIHAN,2024-11-01,DRUG-RELATED,24
SIRIB,2024-11-01,ILLEGAL POSSESSION OF FIREARMS,18
MANUEL GUIANGA,2024-11-01,THEFT,6
BANTOL,2024-11-01,CARNAPPING,23
BARANGAY 20-B,2024-11-01,ILLEGAL GAMBLING,10
LACSON,2024-11-01,DRUG-RELATED,20
MABUHAY,2024-11-01,ILLEGAL POSSESSION OF FIREARMS,20
LAMANAN,2024-11-01,THEFT,23
TAGURANO,2024-11-01,DRUG-RELATED,19
AGDAO PROPER,2024-11-01,BURGLARY,14
FATIMA,2024-11-01,DRUG-RELATED,8
TALOMO,2024-11-01,BURGLARY,9
BAO JOAQUIN,2024-11-01,ILLEGAL GAMBLING,1
BARANGAY 20-B,2024-11-01,RAPE,14
TOMAS MONTEVERDE,2024-11-01,VANDALISM,23
TOMAS MONTEVERDE,2024-11-01,BURGLARY,19
DUTERTE,2024-11-01,BURGLARY,13
GUMALANG,2024-11-01,PHYSICAL INJURY,11
74-A MATINA CROSSING,2024-11-01,VANDALISM,1
TUNGKALAN,2024-11-01,CYBER LIBEL,1
MATINA CROSSING,2024-11-01,MURDER,17
BAYABAS,2024-11-01,RAPE,1
BAGO OSHIRO,2024-11-01,HOMICIDE,15
BAGUIO PROPER,2024-11-01,CYBER LIBEL,5
GUMITAN,2024-11-01,THEFT,23
GUMALANG,2024-11-01,HOMICIDE,17
PANACAN,2024-11-01,RAPE,4
ALFONSO ANGLIONGTO SR,2024-11-01,THEFT,10
MALABOG,2024-11-01,VANDALISM,14
BARANGAY 37-D,2024-11-01,VANDALISM,6
BAGANIHAN,2024-11-01,ILLEGAL POSSESSION OF FIREARMS,7
BARANGAY 13-B,2024-11-01,BURGLARY,22
MAHAYAG,2024-11-01,ONLINE SCAM,10
CALINAN,2024-11-01,HOMICIDE,23
BAGUIO PROPER,2024-11-01,ROBBERY,2
GUMALANG,2024-11-01,ILLEGAL POSSESSION OF FIREARMS,11
ALAMBRE,2024-11-01,PHYSICAL INJURY,23
MABUHAY,2024-11-01,PHYSICAL INJURY,1
LAMANAN,2024-11-01,IDENTITY THEFT,11
BAYABAS,2024-11-01,CYBER LIBEL,23
CARMEN,2024-11-01,PHYSICAL INJURY,8
ALFONSO ANGLIONGTO SR,2024-11-01,PHYSICAL INJURY,7
SAN ISIDRO,2024-11-01,THEFT,5
SALUMAY,2024-11-01,ILLEGAL GAMBLING,4
BARANGAY 28-C,2024-11-01,CARNAPPING,1
LASANG,2024-11-01,VANDALISM,17
BINUGAO,2024-11-01,DRUG-RELATED,24
DUMOY,2024-11-01,DRUG-RELATED,13
DUMOY,2024-11-01,HACKING,18
BARANGAY 28-C,2024-11-01,CARNAPPING,17
MARAPANGI,2024-11-01,ROBBERY,19
TALOMO RIVER,2024-11-01,VANDALISM,14
MARILOG,2024-11-01,CHILD ABUSE,12
MAPI-ILA,2024-11-01,BURGLARY,15
LIZADA,2024-11-01,ROBBERY,20
CATALUNAN GRANDE,2024-11-01,PHYSICAL INJURY,5
SALOY,2024-11-01,VANDALISM,24
AGDAO PROPER,2024-11-01,HACKING,21
MATINA APLAYA,2024-11-01,IDENTITY THEFT,13
SUAWAN,2024-11-01,ROBBERY,23
SALOY,2024-12-01,ILLEGAL POSSESSION OF FIREARMS,3
BARANGAY 28-C,2024-12-01,PHYSICAL INJURY,10
DALIAO,2024-12-01,ROBBERY,1
ALAMBRE,2024-12-01,RAPE,11
BALIOK,2024-12-01,THEFT,5
BARANGAY 20-B,2024-12-01,ILLEGAL GAMBLING,21
VICENTE HIZON,2024-12-01,RAPE,11
BARANGAY 22-C,2024-12-01,CYBER LIBEL,20
TALANDANG,2024-12-01,BURGLARY,18
PACIANO BANGOY,2024-12-01,CARNAPPING,5
BARANGAY 26-C,2024-12-01,CARNAPPING,13
TAPAK,2024-12-01,CARNAPPING,11
TAMAYONG,2024-12-01,ONLINE SCAM,10
SALOY,2024-12-01,CHILD ABUSE,23
BAYABAS,2024-12-01,ONLINE SCAM,24
BUNAWAN,2024-12-01,IDENTITY THEFT,22
PAQUIBATO,2024-12-01,CYBER LIBEL,14
SUBASTA,2024-12-01,ROBBERY,5
BARANGAY 2-A,2024-12-01,PHYSICAL INJURY,23
SASA,2024-12-01,BURGLARY,10
TACUNAN,2024-12-01,HACKING,4
BARANGAY 8-A,2024-12-01,DRUG-RELATED,5
LOS AMIGOS,2024-12-01,HACKING,14
BAGO APLAYA,2024-12-01,MURDER,2
RIVERSIDE,2024-12-01,ONLINE SCAM,16
INDANGAN,2024-12-01,ROBBERY,17
PACIANO BANGOY,2024-12-01,CYBER LIBEL,9
CATIGAN,2024-12-01,VANDALISM,5
BARANGAY 3-A,2024-12-01,DRUG-RELATED,5
TORIL,2024-12-01,PHYSICAL INJURY,8
BARANGAY 2-A,2024-12-01,CYBER LIBEL,6
GUMITAN,2024-12-01,VANDALISM,22
MATINA APLAYA,2024-12-01,ILLEGAL POSSESSION OF FIREARMS,19
SASA,2024-12-01,ILLEGAL GAMBLING,5
SASA,2024-12-01,RAPE,18
BARANGAY 14-B,2024-12-01,IDENTITY THEFT,10
ALAMBRE,2024-12-01,THEFT,10
BARANGAY 18-B,2024-12-01,IDENTITY THEFT,14
TAMAYONG,2024-12-01,MURDER,14
CALINAN,2024-12-01,ONLINE SCAM,7
WINES,2024-12-01,HOMICIDE,18
FATIMA,2024-12-01,IDENTITY THEFT,17
ILANG,2024-12-01,THEFT,24
TALOMO RIVER,2024-12-01,CYBER LIBEL,24
BARANGAY 17-B,2024-12-01,ILLEGAL POSSESSION OF FIREARMS,9
BANTOL,2024-12-01,IDENTITY THEFT,8
BARANGAY 10-A,2024-12-01,CHILD ABUSE,3
CENTRO SAN JUAN,2024-12-01,ONLINE SCAM,2
WINES,2024-12-01,THEFT,5
TAMBOBONG,2024-12-01,THEFT,21
CALINAN,2024-12-01,PHYSICAL INJURY,10
MARILOG,2024-12-01,ILLEGAL POSSESSION OF FIREARMS,23
WINES,2024-12-01,PHYSICAL INJURY,2
76-A BUCANA,2024-12-01,IDENTITY THEFT,20
SUAWAN,2024-12-01,IDENTITY THEFT,2
BARANGAY 28-C,2024-12-01,RAPE,5
ALAMBRE,2024-12-01,MURDER,22
BAGO GALLERA,2024-12-01,HOMICIDE,24
VICENTE HIZON,2024-12-01,ONLINE SCAM,14
BINUGAO,2024-12-01,THEFT,21
MINTAL,2024-12-01,MURDER,5
BAGO GALLERA,2024-12-01,MURDER,21
BAGO OSHIRO,2024-12-01,ILLEGAL POSSESSION OF FIREARMS,21
BARANGAY 37-D,2024-12-01,BURGLARY,6
ULAS,2024-12-01,ILLEGAL POSSESSION OF FIREARMS,12
GUMALANG,2024-12-01,RAPE,24
BARANGAY 28-C,2024-12-01,MURDER,18
BALIOK,2024-12-01,CARNAPPING,7
TALOMO,2024-12-01,THEFT,21
BARANGAY 26-C,2024-12-01,BURGLARY,3
TAMUGAN,2025-01-01,ILLEGAL POSSESSION OF FIREARMS,20
BARANGAY 9-A,2025-01-01,ILLEGAL GAMBLING,19
